Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Tag,Version Added,Unique Entry ID
backlit sign,White,Frame,WELCOME,Text,No,No,Yes,Default; Custom,3,Normal,2400,7260,1815,White,Blue,1x1,No,6500,Poki,Nook's Cranny; HHP Office,NA,NA,103,None,None,None,None,None,Lamp,2.0.0,92S3o2rdRLvoJYj8n
backlit sign,White,Frame,VIP,Text,No,No,Yes,Default; Custom,3,Normal,2400,7260,1815,White,Yellow,1x1,No,6500,Poki,Nook's Cranny; HHP Office,NA,NA,103,None,None,None,None,None,Lamp,2.0.0,JD76Gk5ombqawc3zK
backlit sign,White,Frame,DANGER,Text,No,No,Yes,Default; Custom,3,Normal,2400,7260,1815,White,Yellow,1x1,No,6500,Poki,Nook's Cranny; HHP Office,NA,NA,103,None,None,None,None,None,Lamp,2.0.0,REZ83uP2N6Rc7mzKW
backlit sign,White,Frame,Shiyouchu (In use),Text,No,No,Yes,Default; Custom,3,Normal,2400,7260,1815,White,Red,1x1,No,6500,Poki,Nook's Cranny; HHP Office,NA,NA,103,None,None,None,None,None,Lamp,2.0.0,p6ZyQXpiYjuvGSMqP
backlit sign,White,Frame,Sagyouchu (Working),Text,No,No,Yes,Default; Custom,3,Normal,2400,7260,1815,White,Green,1x1,No,6500,Poki,Nook's Cranny; HHP Office,NA,NA,103,None,None,None,None,None,Lamp,2.0.0,2M4Y5atJX4oEgcnEY
bagworm model,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,1800,Brown,Brown,1x1,No,NA,NA,Flick,NA,NA,251,None,None,None,None,None,Insect,1.0.0,xPShFD4zcZx389xxz
baked potatoes,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,840,Yellow,Orange,1x1,No,NA,NA,Cooking,NA,NA,103,party,restaurant,None,None,Food,DishFood,2.0.0,XFiivNbtcPFmdjuGj
ball,Basketball,Variation,NA,NA,No,No,No,NA,NA,None,1000,520,130,Orange,Black,1x1,No,470,Poki,Nook's Cranny,NA,NA,103,sports,school,None,None,None,Sports,1.0.0,kWNLESb9BwdejFzCw
ball,Soccer ball,Variation,NA,NA,No,No,No,NA,NA,None,1000,520,130,White,Black,1x1,No,470,Poki,Nook's Cranny,NA,NA,103,sports,school,None,None,None,Sports,1.0.0,Tps4AsF9ZaDrhn2CN
ball,Volleyball,Variation,NA,NA,No,No,No,NA,NA,None,1000,520,130,White,White,1x1,No,470,Poki,Nook's Cranny,NA,NA,103,sports,school,None,None,None,Sports,1.0.0,6Jr79mcuZsGGPJjK8
ball,Dodgeball,Variation,NA,NA,No,No,No,NA,NA,None,1000,520,130,Yellow,Black,1x1,No,470,Poki,Nook's Cranny,NA,NA,103,sports,school,None,None,None,Sports,1.0.0,7FFD7gshDsb7mmB2X
bamboo candleholder,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,880,Green,Beige,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,Lighting,Lamp,1.0.0,WzyJkmGQKPRk7xyv9
bamboo candleholder,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,880,Yellow,Beige,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,Lighting,Lamp,1.0.0,yNHBsocxFskBwynvR
bamboo candleholder,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,880,Brown,Beige,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,Lighting,Lamp,1.0.0,7xMibNQTXMWZvPWGR
bamboo drum,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,720,Green,Pink,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,MusicalInstrument,Musical Instrument,1.0.0,gg3aBipuGNFEeuyQb
bamboo drum,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,720,Yellow,Orange,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,MusicalInstrument,Musical Instrument,1.0.0,Pexz4E7q8zEQMgyK6
bamboo drum,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,720,Brown,Aqua,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,MusicalInstrument,Musical Instrument,1.0.0,XAEk7jqLzW3yD58sp
bamboo lunch box,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,640,Green,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,None,Dining,1.0.0,XTFhsR3P4ybuZhc3d
bamboo lunch box,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,640,Yellow,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,None,Dining,1.0.0,6AMme4wZdRJtrLuTj
bamboo lunch box,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,640,Brown,Colorful,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,None,Dining,1.0.0,sS2JrzYMRLDbsNAxB
bamboo sphere,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,480,Green,Blue,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,SmallGoods,Plants,1.0.0,MyMNc3DYkCywyNQfd
bamboo sphere,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,480,Yellow,Purple,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,SmallGoods,Plants,1.0.0,ZPTZa8nL2qZzec7Mn
bamboo sphere,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,480,Brown,White,1x1,No,NA,NA,Crafting,NA,NA,103,harmonious,None,bamboo,None,SmallGoods,Plants,1.0.0,5uyxDdyRak9EPGhur
bamboo-shoot lamp,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,4900,Brown,Beige,1x1,No,NA,NA,Crafting,young spring bamboo,Yes,201,harmonious,None,bamboo,None,Lighting,Lamp,1.0.0,9j4wh3muQeG6F8Kz2
bamboo-shoot soup,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1000,Orange,Brown,1x1,No,NA,NA,Cooking,NA,NA,103,harmonious,restaurant,None,None,Food,DishFood,2.0.0,S7uvuQevBFZ8TnY7o
banker's lamp,Green,Color,NA,NA,No,No,No,NA,NA,None,1000,1600,400,Green,Brown,1x1,No,1400,Poki,Nook's Cranny; HHP Office,NA,NA,103,facility,den,None,None,Lighting,Lamp,2.0.0,W7duhFiqMyQdqWkRL
banker's lamp,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,1600,400,Blue,Brown,1x1,No,1400,Poki,Nook's Cranny; HHP Office,NA,NA,103,facility,den,None,None,Lighting,Lamp,2.0.0,b8tqQTgiZSMhqH8YY
banker's lamp,White,Color,NA,NA,No,No,No,NA,NA,None,1000,1600,400,White,Beige,1x1,No,1400,Poki,Nook's Cranny; HHP Office,NA,NA,103,facility,den,None,None,Lighting,Lamp,2.0.0,EpWGPLpaCyPGDN65f
banker's lamp,Black,Color,NA,NA,No,No,No,NA,NA,None,1000,1600,400,Black,Gray,1x1,No,1400,Poki,Nook's Cranny; HHP Office,NA,NA,103,facility,den,None,None,Lighting,Lamp,2.0.0,fhGnAJzKrPs8etsTg
banker's lamp,Orange,Color,NA,NA,No,No,No,NA,NA,None,1000,1600,400,Orange,Brown,1x1,No,1400,Poki,Nook's Cranny; HHP Office,NA,NA,103,facility,den,None,None,Lighting,Lamp,2.0.0,qGCRZ7mwcCSBtZuAt
barred knifejaw model,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,15000,White,Black,1x1,No,NA,NA,C.J.,NA,NA,251,None,None,None,None,None,Fish,1.0.0,T9JBnkxBRJenY33Bg
barred-knifejaw carpaccio,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,6000,White,Green,1x1,No,NA,NA,Cooking,NA,NA,103,party,restaurant,None,None,Food,DishFood,2.0.0,sjjGCHu5wkhWSwgNq
barreleye model,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,45000,Black,Black,1x1,No,NA,NA,C.J.,NA,NA,251,None,None,None,None,None,Fish,1.0.0,3Gucpfk3GP7mTsQtJ
baseball set,Red & tan,Color,NA,NA,No,No,No,NA,NA,None,1000,1300,325,Orange,Red,1x1,No,1200,Poki,Nook's Cranny; HHP Office,NA,NA,103,child's room,sports,None,None,None,Sports,2.0.0,uzJ4NwgJ9qBfbz3PB
baseball set,Beige & brown,Color,NA,NA,No,No,No,NA,NA,None,1000,1300,325,Brown,Beige,1x1,No,1200,Poki,Nook's Cranny; HHP Office,NA,NA,103,child's room,sports,None,None,None,Sports,2.0.0,bovhs6fTodbMkGesi
baseball set,Brown & red,Color,NA,NA,No,No,No,NA,NA,None,1000,1300,325,Red,Brown,1x1,No,1200,Poki,Nook's Cranny; HHP Office,NA,NA,103,child's room,sports,None,None,None,Sports,2.0.0,WYLEhdsqn7BFvdn77
baseball set,Gray & blue,Color,NA,NA,No,No,No,NA,NA,None,1000,1300,325,Blue,Aqua,1x1,No,1200,Poki,Nook's Cranny; HHP Office,NA,NA,103,child's room,sports,None,None,None,Sports,2.0.0,TPCFTqM7PBQm4TzEB
baseball set,Yellow & green,Color,NA,NA,No,No,No,NA,NA,None,1000,1300,325,Green,Beige,1x1,No,1200,Poki,Nook's Cranny; HHP Office,NA,NA,103,child's room,sports,None,None,None,Sports,2.0.0,JJEG3EuzMqefq6y9a
baseball set,Black & yellow,Color,NA,NA,No,No,No,NA,NA,None,1000,1300,325,Yellow,Black,1x1,No,1200,Poki,Nook's Cranny; HHP Office,NA,NA,103,child's room,sports,None,None,None,Sports,2.0.0,Ap5rc94d5XmoJWFWx
baseball set,Blue & navy,Color,NA,NA,No,No,No,NA,NA,None,1000,1300,325,Blue,Blue,1x1,No,1200,Poki,Nook's Cranny; HHP Office,NA,NA,103,child's room,sports,None,None,None,Sports,2.0.0,HToamsvkim6FAkY3M
baseball set,Black & white,Color,NA,NA,No,No,No,NA,NA,None,1000,1300,325,White,Black,1x1,No,1200,Poki,Nook's Cranny; HHP Office,NA,NA,103,child's room,sports,None,None,None,Sports,2.0.0,d2oPxroFiByLSWmYH
bath bucket,White,Color,None,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,White,White,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,hpuNpnXkoxwFSTTmM
bath bucket,White,Color,Text,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,White,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,4gdMnSvgxyhs5SWtx
bath bucket,White,Color,Hot-spring icon,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,White,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,Av9zNJf5nmCLcD6Ni
bath bucket,White,Color,Sun,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,White,Aqua,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,iH9JCBed2XFcjQaKe
bath bucket,White,Color,Tulip,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,White,Pink,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,GGd5ygoryPukchCNC
bath bucket,White,Color,Orange,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,White,Orange,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,aQD4Dpzh9FzuBgHLp
bath bucket,White,Color,Logo,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,White,White,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,isF4FPDS3yqRdfXb7
bath bucket,Yellow,Color,None,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Yellow,Yellow,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,adQbFSrBiDArsfCWH
bath bucket,Yellow,Color,Text,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Yellow,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,SEbyFiWpX57cT8T49
bath bucket,Yellow,Color,Hot-spring icon,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Yellow,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,KuzfEnvyX5JY8e3Qw
bath bucket,Yellow,Color,Sun,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Yellow,Aqua,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,xjrHCS7wPnpWR4Qjy
bath bucket,Yellow,Color,Tulip,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Yellow,Pink,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,7pySCiB7bHf4WKSFD
bath bucket,Yellow,Color,Orange,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Yellow,Orange,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,tZsDLdRZhQSdRz95a
bath bucket,Yellow,Color,Logo,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Yellow,White,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,ACkp2JJzf3kdLACES
bath bucket,Red,Color,None,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Red,Red,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,9BggXMuKkqphHMf7e
bath bucket,Red,Color,Text,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Red,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,hXyc87gM6Nss8Z7h4
bath bucket,Red,Color,Hot-spring icon,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Red,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,4EPjvG7T6yTQLSzoK
bath bucket,Red,Color,Sun,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Red,Aqua,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,Mf6ZvP8wWL77qQzFy
bath bucket,Red,Color,Tulip,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Red,Pink,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,ArEAE6TCtHdEXrMcB
bath bucket,Red,Color,Orange,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Red,Orange,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,fDArxbXzoieeoPHRs
bath bucket,Red,Color,Logo,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Red,White,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,ryo9kN2mzEpZDYKBA
bath bucket,Brown,Color,None,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Brown,Brown,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,YjiJupDcRHSJ2GSCj
bath bucket,Brown,Color,Text,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Brown,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,zwTMXtNQpoHM78puf
bath bucket,Brown,Color,Hot-spring icon,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Brown,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,eZ5qbzysipwG4P5c3
bath bucket,Brown,Color,Sun,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Brown,Aqua,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,EygSLQuZgBFJneHvm
bath bucket,Brown,Color,Tulip,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Brown,Pink,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,t6yfqJw2jdZSeAADf
bath bucket,Brown,Color,Orange,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Brown,Orange,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,Fu8thzwsisduoqM6X
bath bucket,Brown,Color,Logo,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Brown,White,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,2Z7uKWTgNGzNxuMkd
bath bucket,Blue,Color,None,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Aqua,Aqua,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,dgb2HorTq4GFvd4Hs
bath bucket,Blue,Color,Text,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Aqua,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,NJPzkftSQZgDcKgJF
bath bucket,Blue,Color,Hot-spring icon,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Aqua,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,J2eW6kPPNoM5MnuEQ
bath bucket,Blue,Color,Sun,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Aqua,Aqua,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,EDy3XDNLWEgeAZhAW
bath bucket,Blue,Color,Tulip,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Aqua,Pink,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,cetwkfgguXpooeL2A
bath bucket,Blue,Color,Orange,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Aqua,Orange,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,ffvKKruaLknP27nKM
bath bucket,Blue,Color,Logo,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Aqua,White,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,cdbPp2ZXE3m66gLSY
bath bucket,Pink,Color,None,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Pink,Pink,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,XoPLsx9GF2kFX27Ld
bath bucket,Pink,Color,Text,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Pink,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,DhDdb6Yjwv3eqBwBK
bath bucket,Pink,Color,Hot-spring icon,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Pink,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,Xacp2KTrySDGapPWj
bath bucket,Pink,Color,Sun,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Pink,Aqua,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,QcuxprbCZ9HnsyTP2
bath bucket,Pink,Color,Tulip,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Pink,Pink,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,suMu5NW7dHh7BE5Sz
bath bucket,Pink,Color,Orange,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Pink,Orange,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,pkgtTvhGjLspEHe3n
bath bucket,Pink,Color,Logo,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Pink,White,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,6tZJWMqvHyhWraCy2
bath bucket,Green,Color,None,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Green,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,Ki9woSn5WE4h4hGF6
bath bucket,Green,Color,Text,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Green,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,h58oWNAGzZ4NJssuu
bath bucket,Green,Color,Hot-spring icon,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Green,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,kN6vdjf2yT8PWjyWb
bath bucket,Green,Color,Sun,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Green,Aqua,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,4LTTpLMqd9gvtPSze
bath bucket,Green,Color,Tulip,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Green,Pink,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,aG3Dv5fdL2MBqqh5e
bath bucket,Green,Color,Orange,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Green,Orange,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,pDSTBZJ4vPrhXKi7u
bath bucket,Green,Color,Logo,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Green,White,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,wCrhgBMGRh5Tvs2in
bath bucket,Purple,Color,None,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Purple,Purple,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,WH6zkwsWuZY8mWsty
bath bucket,Purple,Color,Text,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Purple,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,tpXZEQx8Q2ddZHeP5
bath bucket,Purple,Color,Hot-spring icon,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Purple,Green,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,iQg9Wie2unqpjXhTW
bath bucket,Purple,Color,Sun,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Purple,Aqua,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,hrt4Moueu4j73jrqd
bath bucket,Purple,Color,Tulip,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Purple,Pink,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,NXrriBDKQgubfjsjA
bath bucket,Purple,Color,Orange,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Purple,Orange,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,7Y4Gwhe5rSxHjJogA
bath bucket,Purple,Color,Logo,Inside design,No,No,Yes,Default; Custom,1,Normal,1000,170,42,Purple,White,1x1,No,150,Poki,Nook's Cranny; HHP Office,NA,NA,103,public bath,bathroom,None,None,None,Bathroom Things,2.0.0,ouiMX3KCyBDc9ABmn
beach ball,Colorful,Color,NA,NA,No,No,No,NA,NA,None,1000,430,107,Colorful,Colorful,1x1,No,390,Poki,Nook's Cranny,Summer (shopping),No,103,ocean,resort,None,None,None,Sports,1.0.0,hduZB4RhQNp75i9W9
beach ball,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,430,107,Blue,White,1x1,No,390,Poki,Nook's Cranny,Summer (shopping),No,103,ocean,resort,None,None,None,Sports,1.0.0,S76AqteAK5wCK3EaK
beach ball,Red,Color,NA,NA,No,No,No,NA,NA,None,1000,430,107,Red,White,1x1,No,390,Poki,Nook's Cranny,Summer (shopping),No,103,ocean,resort,None,None,None,Sports,1.0.0,AAmKMRwJtXLZ7Q5gY
beach ball,Watermelon,Color,NA,NA,No,No,No,NA,NA,None,1000,430,107,Green,Black,1x1,No,390,Poki,Nook's Cranny,Summer (shopping),No,103,ocean,resort,None,None,None,Sports,1.0.0,9Fr5G7gEkpJuvAfxp
bell cricket model,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,1290,Black,Black,1x1,No,NA,NA,Flick,NA,NA,251,None,None,None,None,None,Insect,1.0.0,apSjqHeXMQqunDq68
berliner,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1200,300,Orange,White,1x1,No,NA,NA,Nook Shopping Seasonal,Silvester,Yes,201,living room,party,None,None,Food,DishFood,1.6.0,aAeeSAcASRSyKf67c
